,Unnamed: 0,address,description,sqft,lot_size,bedrooms,bathrooms,half_baths,sale_price,yr_built,town_Archie,town_Belton,town_Cleveland,town_Creighton,town_Drexel,town_East Lynne,town_Freeman,town_Garden City,town_Greenwood,town_Harrisonville,town_Kingsville,town_Lake Winnebago,town_Lees Summit,town_Loch Lloyd,town_Peculiar,town_Pleasant Hill,town_Raymore,town_Strasburg
1329,1329,"207 S 5th StreetCleveland, MO 64734","3Bedrms3Full Bath(s)0Half Bath(s)2,100SqftBuilt in20150.25AcresSingle Family",2100,0.25,3,3,0,204950,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1330,1330,"1102 Kent DriveBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,826SqftBuilt in2004Single Family",1826,0.25,3,2,1,205000,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1331,1331,"710 Fall Creek CircleBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,213SqftBuilt in2007Single Family",1213,0.2,3,2,0,205000,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1332,1332,"104 W Sierra DriveRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)2,058SqftBuilt in1996Single Family",2058,0.35,3,2,1,205000,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1333,1333,"611 Loran LaneRaymore, MO 64083","3Bedrms3Full Bath(s)0Half Bath(s)1,680SqftBuilt in1986Single Family",1680,0.25,3,3,0,205000,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1334,1334,"1610 Tyler DriveRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,591SqftBuilt in1999Single Family",1591,0.25,3,2,1,205000,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1335,1335,"21800 Massa CirclePeculiar, MO 64078","3Bedrms2Full Bath(s)0Half Bath(s)1,618SqftBuilt in2006Single Family",1618,0.25,3,2,0,205000,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1336,1336,"701 Sivley StreetPeculiar, MO 64078","3Bedrms2Full Bath(s)0Half Bath(s)1,290SqftBuilt in19900.58AcresSingle Family",1290,0.58,3,2,0,205000,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1337,1337,"19609 S Pickering RoadBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,450SqftBuilt in19762.45AcresSingle Family",1450,2.45,3,2,0,205000,1976,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338,1338,"716 Coventry LaneRaymore, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,390SqftBuilt in2002Single Family",1390,0.2,3,2,0,205000,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1339,1339,"16309 Speaker AvenueBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,511SqftBuilt in1999Single Family",1511,0.25,3,2,0,205000,1999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1340,1340,"1210 Ashford DrivePleasant Hill, MO 64080","3Bedrms2Full Bath(s)0Half Bath(s)1,316SqftBuilt in2004Single Family",1316,0.2,3,2,0,205000,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1341,1341,"16306 Harris AvenueBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,641SqftBuilt in1998Single Family",1641,0.25,3,2,1,205000,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1342,1342,"1301 E Walnut StreetHarrisonville, MO 64701","3Bedrms2Full Bath(s)0Half Bath(s)1,766SqftBuilt in1918Single Family",1766,0.25,3,2,0,205000,1918,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1343,1343,"512 Chase LaneBelton, MO 64012","4Bedrms3Full Bath(s)0Half Bath(s)1,926SqftBuilt in2020Single Family",1926,0.25,4,3,0,205000,2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1344,1344,"413 Westover CourtBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)2,700SqftBuilt in1970Single Family",2700,0.35,3,2,1,205000,1970,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1345,1345,"16402 Slater AvenueBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,700SqftBuilt in2000Single Family",1700,0.25,3,2,1,205000,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1346,1346,"16310 Slater AvenueBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,456SqftBuilt in2000Single Family",1456,0.2,3,2,1,205000,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1347,1347,"301 Amy StreetHarrisonville, MO 64701","3Bedrms2Full Bath(s)1Half Bath(s)1,870SqftBuilt in1998Single Family",1870,0.25,3,2,1,205000,1998,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1348,1348,"16300 Slater AvenueBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,856SqftBuilt in20000.21AcresSingle Family",1856,0.21,3,2,1,205000,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1349,1349,"301 N High DriveRaymore, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,471SqftBuilt in19740.34AcresSingle Family",1471,0.34,3,2,0,205000,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1350,1350,"1501 Maple LanePleasant Hill, MO 64080","4Bedrms3Full Bath(s)0Half Bath(s)2,928SqftBuilt in1995Single Family",2928,0.35,4,3,0,205000,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1351,1351,"402 Belmont DriveRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,685SqftBuilt in2002Single Family",1685,0.25,3,2,1,205000,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1352,1352,"16401 Slater AvenueBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,710SqftBuilt in2000Single Family",1710,0.25,3,2,1,205000,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1353,1353,"1001 E Mechanic StreetHarrisonville, MO 64701","3Bedrms2Full Bath(s)0Half Bath(s)2,286SqftBuilt in1949Single Family",2286,0.35,3,2,0,205000,1949,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1354,1354,"1915 Fairground DrivePleasant Hill, MO 64080","3Bedrms2Full Bath(s)1Half Bath(s)1,779SqftBuilt in1989Single Family",1779,0.25,3,2,1,205000,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1355,1355,"1600 Tyler DriveRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,531SqftBuilt in1997Single Family",1531,0.25,3,2,1,205100,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1356,1356,"13201 E Meadow DrivePeculiar, MO 64078","3Bedrms2Full Bath(s)0Half Bath(s)1,720SqftBuilt in19733.7AcresSingle Family",1720,3.7,3,2,0,205585,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1357,1357,"19910 S Pickering RoadBelton, MO 64012","3Bedrms3Full Bath(s)0Half Bath(s)2,808SqftBuilt in19763.25AcresSingle Family",2808,3.25,3,3,0,205813,1976,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1358,1358,"700 Canter StreetRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,955SqftBuilt in1994Single Family",1955,0.25,3,2,1,205900,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1360,1360,"16912 Summit DriveBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,934SqftBuilt in2009Single Family",1934,0.25,3,2,1,207000,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1361,1361,"214 N Murphy DriveRaymore, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,396SqftBuilt in19730.42AcresSingle Family",1396,0.42,3,2,0,207000,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1363,1363,"16415 Slater AvenueBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,600SqftBuilt in2000Single Family",1600,0.25,3,2,1,207400,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1364,1364,"304 Kimberly DriveBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)2,531SqftBuilt in19910.18AcresSingle Family",2531,0.18,3,2,1,207500,1991,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1365,1365,"16113 Spring Valley RoadBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,958SqftBuilt in1993Single Family",1958,0.25,3,2,1,207500,1993,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1366,1366,"905 Ingleside DrivePleasant Hill, MO 64080","2Bedrms2Full Bath(s)0Half Bath(s)1,209SqftBuilt in2018Single Family",1209,0.2,2,2,0,207500,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1367,1367,"902 Coachman DrivePleasant Hill, MO 64080","3Bedrms2Full Bath(s)0Half Bath(s)1,668SqftBuilt in2002Single Family",1668,0.25,3,2,0,207500,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1368,1368,"27615 S State Route D HighwayCleveland, MO 64734","3Bedrms2Full Bath(s)0Half Bath(s)2,590SqftBuilt in19601.38AcresSingle Family",2590,1.38,3,2,0,207500,1960,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1369,1369,"605 Valley ViewRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,465SqftBuilt in1991Single Family",1465,0.2,3,2,1,208000,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1370,1370,"10004 Kelly DrivePeculiar, MO 64078","3Bedrms3Full Bath(s)0Half Bath(s)1,728SqftBuilt in2015Single Family",1728,0.25,3,3,0,208000,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1371,1371,"419 Spring Branch DriveRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,812SqftBuilt in2003Single Family",1812,0.25,3,2,1,208000,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1372,1372,"220 Manor DriveBelton, MO 64012","5Bedrms3Full Bath(s)1Half Bath(s)1,737SqftBuilt in1964Single Family",1737,0.25,5,3,1,208500,1964,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1373,1373,"402 N Jefferson StreetRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)1,908SqftBuilt in1974Single Family",1908,0.25,4,2,1,208900,1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1374,1374,"22005 Gracie DrivePeculiar, MO 64078","3Bedrms2Full Bath(s)1Half Bath(s)1,300SqftBuilt in2004Single Family",1300,0.2,3,2,1,209000,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1375,1375,"16015 Eastern AvenueBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,682SqftBuilt in19910.47AcresSingle Family",1682,0.47,3,2,1,209000,1991,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1376,1376,"902 Highland StreetPleasant Hill, MO 64080","2Bedrms2Full Bath(s)0Half Bath(s)1,209SqftBuilt in2019Single Family",1209,0.2,2,2,0,209000,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1377,1377,"719 Furlong DriveRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)1,895SqftBuilt in2000Single Family",1895,0.25,4,3,0,209500,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1378,1378,"15803 Hight AvenueBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,800SqftBuilt in2004Single Family",1800,0.25,3,2,1,209500,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1379,1379,"803 S Park DriveRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)2,246SqftBuilt in1992Single Family",2246,0.35,3,2,1,209900,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1380,1380,"707 Corrington DriveRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,898SqftBuilt in2004Single Family",1898,0.25,3,2,1,209950,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1381,1381,"1905 Woodlawn StreetPleasant Hill, MO 64080","3Bedrms2Full Bath(s)0Half Bath(s)1,482SqftBuilt in19651.38AcresSingle Family",1482,1.38,3,2,0,210000,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1382,1382,"607 Tall Grass DrivePleasant Hill, MO 64080","3Bedrms3Full Bath(s)0Half Bath(s)2,092SqftBuilt in2006Single Family",2092,0.35,3,3,0,210000,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1383,1383,"203 Toucan StreetRaymore, MO 64083","3Bedrms3Full Bath(s)0Half Bath(s)2,560SqftBuilt in1986Single Family",2560,0.35,3,3,0,210000,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1384,1384,"801 Shiloh DriveRaymore, MO 64083","3Bedrms3Full Bath(s)0Half Bath(s)2,638SqftBuilt in2001Single Family",2638,0.35,3,3,0,210000,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1385,1385,"1905 Chestnut DrivePleasant Hill, MO 64080","3Bedrms2Full Bath(s)0Half Bath(s)1,782SqftBuilt in20010.2AcresSingle Family",1782,0.2,3,2,0,210000,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1386,1386,"704 Hibiscus CircleBelton, MO 64012","4Bedrms3Full Bath(s)0Half Bath(s)1,827SqftBuilt in2008Single Family",1827,0.25,4,3,0,210000,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1387,1387,"7205 Rymeg StreetBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,764SqftBuilt in2007Single Family",1764,0.25,3,2,1,210000,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1388,1388,"26519 S Blinker Light RoadHarrisonville, MO 64701","3Bedrms2Full Bath(s)0Half Bath(s)1,464SqftBuilt in19787AcresSingle Family",1464,7.0,3,2,0,210000,1978,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1389,1389,"611 Derby StreetRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)2,175SqftBuilt in2001Single Family",2175,0.35,4,2,1,210000,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1390,1390,"12006 213th TerracePeculiar, MO 64078","3Bedrms2Full Bath(s)0Half Bath(s)1,354SqftBuilt in2005Single Family",1354,0.2,3,2,0,210000,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1391,1391,"1006 Silver Lake DriveRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)2,225SqftBuilt in1975Single Family",2225,0.35,4,2,1,210000,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1392,1392,"121 N Randolph StreetPleasant Hill, MO 64080","3Bedrms2Full Bath(s)0Half Bath(s)1,303SqftBuilt in2020Single Family",1303,0.2,3,2,0,210000,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1393,1393,"1205 Lee LaneRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)1,513SqftBuilt in19870AcresSingle Family",1513,0.3,3,2,1,210000,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1394,1394,"21809 Lombardo LanePeculiar, MO 64078","3Bedrms2Full Bath(s)0Half Bath(s)1,778SqftBuilt in2007Single Family",1778,0.25,3,2,0,210000,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1395,1395,"16308 Slater AvenueBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,700SqftBuilt in1999Single Family",1700,0.25,3,2,1,210000,1999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1396,1396,"305 Leah LaneHarrisonville, MO 64701","3Bedrms2Full Bath(s)0Half Bath(s)1,490SqftBuilt in2004Single Family",1490,0.2,3,2,0,210000,2004,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1397,1397,"26100 S Blueberry RoadFreeman, MO 64746","3Bedrms2Full Bath(s)0Half Bath(s)1,968SqftBuilt in18809.71AcresSingle Family",1968,9.71,3,2,0,210000,1880,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1398,1398,"30300 S Hess RoadHarrisonville, MO 64701","3Bedrms2Full Bath(s)1Half Bath(s)2,752SqftBuilt in19893.6AcresSingle Family",2752,3.6,3,2,1,210000,1989,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1399,1399,"11910 E 214th StreetPeculiar, MO 64078","4Bedrms3Full Bath(s)0Half Bath(s)1,710SqftBuilt in2003Single Family",1710,0.25,4,3,0,210500,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1400,1400,"404 Hillcrest CircleBelton, MO 64012","4Bedrms2Full Bath(s)1Half Bath(s)1,920SqftBuilt in19670.66AcresSingle Family",1920,0.66,4,2,1,211000,1967,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1401,1401,"701 Corrington DriveRaymore, MO 64083","3Bedrms3Full Bath(s)0Half Bath(s)1,674SqftBuilt in20010.2AcresSingle Family",1674,0.2,3,3,0,211786,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1402,1402,"807 E Pearl StreetHarrisonville, MO 64701","3Bedrms2Full Bath(s)1Half Bath(s)2,098SqftBuilt in1900Single Family",2098,0.35,3,2,1,211900,1900,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1403,1403,"1019 Silver Lake DriveRaymore, MO 64083","4Bedrms2Full Bath(s)1Half Bath(s)2,134SqftBuilt in19770.4AcresSingle Family",2134,0.4,4,2,1,212000,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1404,1404,"907 Horseshoe DrivePleasant Hill, MO 64080","3Bedrms2Full Bath(s)1Half Bath(s)1,830SqftBuilt in19970.34AcresSingle Family",1830,0.34,3,2,1,212000,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1405,1405,"408 Belmont DriveRaymore, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,540SqftBuilt in1996Single Family",1540,0.25,3,2,0,212000,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1406,1406,"704 E Pearl StreetHarrisonville, MO 64701","3Bedrms2Full Bath(s)1Half Bath(s)1,571SqftBuilt in1940Single Family",1571,0.25,3,2,1,212500,1940,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1407,1407,"306 Shenandoah DriveRaymore, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,470SqftBuilt in2000Single Family",1470,0.2,3,2,0,212500,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1408,1408,"317 N Park DriveRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)4,314SqftBuilt in1987Single Family",4314,0.5,3,2,1,212500,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1409,1409,"1302 Ridge Tree LanePleasant Hill, MO 64080","3Bedrms3Full Bath(s)0Half Bath(s)2,168SqftBuilt in2006Single Family",2168,0.35,3,3,0,212500,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1410,1410,"706 Horseshoe DrivePleasant Hill, MO 64080","4Bedrms2Full Bath(s)1Half Bath(s)1,830SqftBuilt in19970.34AcresSingle Family",1830,0.34,4,2,1,213000,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1411,1411,"1921 Parkview DriveRaymore, MO 64083","3Bedrms2Full Bath(s)0Half Bath(s)1,625SqftBuilt in2006Single Family",1625,0.25,3,2,0,213000,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1412,1412,"1404 E South StreetHarrisonville, MO 64701","4Bedrms3Full Bath(s)1Half Bath(s)3,616SqftBuilt in1973Single Family",3616,0.5,4,3,1,213000,1973,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1413,1413,"700 Berkshire DriveBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,650SqftBuilt in2018Single Family",1650,0.25,3,2,1,213900,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1415,1415,"111 E Laredo TrailRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)1,926SqftBuilt in1995Single Family",1926,0.25,4,3,0,214000,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1416,1416,"28607 S Bennett RoadFreeman, MO 64746","3Bedrms3Full Bath(s)0Half Bath(s)3,402SqftBuilt in198417.1AcresSingle Family",3402,17.1,3,3,0,214000,1984,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1417,1417,"593 Kreisel DriveRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)1,642SqftBuilt in2015Single Family",1642,0.25,4,3,0,214500,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1418,1418,"205 N Sivley StreetPeculiar, MO 64078","2Bedrms2Full Bath(s)0Half Bath(s)1,269SqftBuilt in2018Single Family",1269,0.2,2,2,0,214900,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1419,1419,"407 Hargis LaneBelton, MO 64012","4Bedrms2Full Bath(s)1Half Bath(s)2,332SqftBuilt in1975Single Family",2332,0.35,4,2,1,215000,1975,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1420,1420,"7109 E 163rd TerraceBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,788SqftBuilt in2007Single Family",1788,0.25,3,2,1,215000,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1421,1421,"405 Belmont DriveRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)2,239SqftBuilt in2001Single Family",2239,0.35,3,2,1,215000,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1423,1423,"2100 Thunderbird DriveHarrisonville, MO 64701","3Bedrms3Full Bath(s)0Half Bath(s)2,278SqftBuilt in1976Single Family",2278,0.35,3,3,0,215000,1976,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1424,1424,"1113 Elm CirclePleasant Hill, MO 64080","3Bedrms3Full Bath(s)0Half Bath(s)1,389SqftBuilt in20050.31AcresSingle Family",1389,0.31,3,3,0,215000,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1425,1425,"418 Timbercreek DriveBelton, MO 64012","4Bedrms3Full Bath(s)0Half Bath(s)1,700SqftBuilt in2019Single Family",1700,0.25,4,3,0,215000,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1426,1426,"2200 Meadowlark DriveHarrisonville, MO 64701","3Bedrms2Full Bath(s)0Half Bath(s)1,627SqftBuilt in1972Single Family",1627,0.25,3,2,0,215000,1972,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1427,1427,"1305 College Hill StreetPleasant Hill, MO 64080","3Bedrms2Full Bath(s)0Half Bath(s)1,975SqftBuilt in19791AcresSingle Family",1975,1.0,3,2,0,215000,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1428,1428,"501 Bayview DriveRaymore, MO 64083","4Bedrms3Full Bath(s)0Half Bath(s)2,248SqftBuilt in20050.25AcresSingle Family",2248,0.25,4,3,0,215000,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1429,1429,"13507 E Meadow DrivePeculiar, MO 64078","4Bedrms2Full Bath(s)0Half Bath(s)2,275SqftBuilt in19732.4AcresSingle Family",2275,2.4,4,2,0,215000,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1430,1430,"18019 S Wilmoth RoadPleasant Hill, MO 64080","4Bedrms2Full Bath(s)0Half Bath(s)2,200SqftBuilt in19845AcresSingle Family",2200,0.27,4,2,0,215000,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1431,1431,"104 Horizon AvenueHarrisonville, MO 64701","3Bedrms2Full Bath(s)1Half Bath(s)1,884SqftBuilt in19950.27AcresSingle Family",1884,0.25,3,2,1,216000,1995,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1432,1432,"713 Taylor CourtBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,973SqftBuilt in20010.25AcresSingle Family",1973,0.25,3,2,0,216000,2001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1433,1433,"16306 Hight AvenueBelton, MO 64012","3Bedrms2Full Bath(s)1Half Bath(s)1,684SqftBuilt in2001Single Family",1684,0.25,3,2,1,216500,2001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1434,1434,"10901 E 234th TerracePeculiar, MO 64078","3Bedrms2Full Bath(s)1Half Bath(s)1,954SqftBuilt in19864.96AcresSingle Family",1954,4.96,3,2,1,217000,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1435,1435,"7217 163rd TerraceBelton, MO 64012","3Bedrms2Full Bath(s)0Half Bath(s)1,531SqftBuilt in2004Single Family",1531,0.25,3,2,0,217000,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436,1436,"11410 E 207th StreetPeculiar, MO 64078","4Bedrms3Full Bath(s)0Half Bath(s)1,823SqftBuilt in2017Single Family",1823,0.25,4,3,0,217000,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1437,1437,"11804 E 213th CourtPeculiar, MO 64078","3Bedrms3Full Bath(s)0Half Bath(s)1,917SqftBuilt in2004Single Family",1917,0.25,3,3,0,217000,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1438,1438,"1019 Oak DriveRaymore, MO 64083","3Bedrms2Full Bath(s)1Half Bath(s)2,149SqftBuilt in1999Single Family",2149,0.35,3,2,1,217000,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1439,1439,"105 N Park DriveBelton, MO 64012","4Bedrms2Full Bath(s)0Half Bath(s)1,884SqftBuilt in1957Single Family",1884,0.25,4,2,0,217000,1957,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1440,1440,"706 S Sunset LaneRaymore, MO 64083","3Bedrms3Full Bath(s)0Half Bath(s)2,304SqftBuilt in2004Single Family",2304,0.35,3,3,0,217500,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
